mesh_code,total_population,total_households,htksyori,htksaki
533945161,1958,1333,0,
533945162,4000,2396,0,
533945163,3040,2150,0,
533945164,1907,1130,0,
533945171,5,1,2,533945173
533945172,289,148,0,
533945173,1058,712,1,
533945174,3214,1903,0,
533945182,990,621,0,
533945183,1213,618,0,
533945184,467,278,0,
533945191,552,337,0,
533945193,2685,1567,0,
533945201,4510,2332,0,
533945202,3503,1603,0,
533945203,3149,1470,0,
533945204,3814,1711,0,
533945211,728,371,0,
533945212,1839,968,0,
533945213,4329,2149,0,
533945214,2744,1459,0,
533945221,5492,3077,0,
533945222,4877,3023,0,
533945223,7554,4240,0,
533945224,3221,1849,0,
533945231,5335,2926,0,
533945232,6149,3633,0,
533945233,4797,2708,0,
533945234,6846,4349,0,
533945241,8449,5098,0,
533945242,6931,4445,0,
533945243,8331,5330,0,
533945244,8467,5977,0,
533945251,3775,2749,0,
533945252,4067,2712,0,
533945253,1280,931,0,
533945254,62,46,0,
533945261,1609,1068,0,
533945263,328,213,0,
533945264,3585,2770,0,
533945271,4519,2745,0,
533945272,5244,3223,0,
533945273,6858,4799,0,
533945274,6046,4022,0,
533945281,2232,1310,0,
533945282,2541,1106,0,
533945283,4727,2995,0,
533945284,3240,1435,0,
533945291,3789,1871,0,
533945292,78,36,0,
533945293,7513,3263,0,
533945294,1358,588,0,
533945301,2522,1120,0,
533945302,3249,1652,0,
533945303,5553,2937,0,
533945304,5131,2846,0,
533945311,5335,3119,0,
533945312,4975,2967,0,
533945313,6903,4408,0,
533945314,6650,4438,0,
533945321,4972,3066,0,
533945322,5526,3297,0,
533945323,5434,3743,0,
533945324,6077,4023,0,
533945331,6890,4141,0,
533945332,6925,4531,0,
533945333,8079,5148,0,
533945334,7976,5343,0,
533945341,7195,4751,0,
533945342,7910,5175,0,
533945343,6742,4355,0,
533945344,6377,4272,0,
533945351,3490,2308,0,
533945352,1260,965,0,
533945353,7562,5065,0,
533945354,4733,3632,0,
533945361,644,605,0,
533945362,4644,3580,0,
533945363,2872,2345,0,
533945364,6994,4879,0,
533945371,8282,4859,0,
533945372,7935,4918,0,
533945373,6291,3815,0,
533945374,5448,3046,0,
533945381,2415,928,0,
533945382,1672,944,0,
533945383,7656,4573,0,
533945384,6104,3298,0,
533945391,1947,1045,0,
533945392,1062,590,0,
533945393,3395,1749,0,
533945394,2623,1378,0,
533945401,6238,3710,0,
533945402,6348,4153,0,
533945403,5963,3723,0,
533945404,5277,3444,0,
533945411,5684,3594,0,
533945412,7817,5280,0,
533945413,5389,3485,0,
533945414,6466,4562,0,
533945421,6111,4332,0,
533945422,7445,4742,0,
533945423,5831,4064,0,
533945424,3998,2655,0,
533945431,7483,4659,0,
533945432,6385,4011,0,
533945433,2360,1657,0,
533945434,5418,3361,0,
533945441,6369,3947,0,
533945442,6439,4023,0,
533945443,5790,3421,0,
533945444,7678,5060,0,
533945451,7856,5164,0,
533945452,6253,4685,0,
533945453,6843,4598,0,
533945454,5928,3125,0,
533945461,6091,4322,0,
533945462,8015,5243,0,
533945463,3959,2194,0,
533945464,3023,1701,0,
533945471,4680,2787,0,
533945472,7583,4525,0,
533945473,2079,1366,0,
533945474,5094,3536,0,
533945481,6100,3399,0,
533945482,6271,3785,0,
533945483,6754,4778,0,
533945484,8330,5255,0,
533945491,3783,2463,0,
533945492,2418,1180,0,
533945493,8105,4794,0,
533945494,2917,1646,0,
533945501,4509,2550,0,
533945502,6363,4013,0,
533945503,4640,2549,0,
533945504,5766,3441,0,
533945511,4921,2819,0,
533945512,6647,4297,0,
533945513,5254,2569,0,
533945514,5356,3154,0,
533945521,7770,5231,0,
533945522,5930,3071,0,
533945523,5660,3402,0,
533945524,4871,2711,0,
533945531,7117,4653,0,
533945532,7209,4533,0,
533945533,6424,3773,0,
533945534,6530,4320,0,
533945541,5311,3288,0,
533945542,7617,5187,0,
533945543,5297,3216,0,
533945544,5942,3997,0,
533945551,7950,4760,0,
533945552,6568,4192,0,
533945553,6868,4621,0,
533945554,6014,4154,0,
533945561,5270,3200,0,
533945562,6516,4261,0,
533945563,3755,2540,0,
533945564,5906,3800,0,
533945571,6648,4034,0,
533945572,5898,4047,0,
533945573,7616,4238,0,
533945574,3774,1983,0,
533945581,5642,3486,0,
533945582,6221,3561,0,
533945583,5339,3064,0,
533945584,4288,1952,0,
533945591,6934,3823,0,
533945592,6114,3386,0,
533945593,6829,3405,0,
533945594,6985,3511,0,
533945601,4611,2366,0,
533945602,5000,2715,0,
533945603,4706,2465,0,
533945604,4545,2577,0,
533945611,4573,2335,0,
533945612,5736,3582,0,
533945613,4914,3058,0,
533945614,5540,3532,0,
533945621,5875,3679,0,
533945622,5150,3217,0,
533945623,5988,3762,0,
533945624,5003,2901,0,
533945631,5247,3343,0,
533945632,6006,3834,0,
533945633,5578,3413,0,
533945634,3619,2036,0,
533945641,3912,2202,0,
533945642,4584,2626,0,
533945643,5807,3454,0,
533945644,5763,3532,0,
533945651,5884,3184,0,
533945652,4843,2660,0,
533945653,7090,4309,0,
533945654,6570,3885,0,
533945661,4288,2404,0,
533945662,1609,694,0,
533945663,4610,2683,0,
533945664,5758,3512,0,
533945671,7084,4202,0,
533945672,5086,2884,0,
533945673,4014,2450,0,
533945674,4309,2662,0,
533945681,4759,2704,0,
533945682,3320,1838,0,
533945683,4795,2679,0,
533945684,5578,3226,0,
533945691,6304,3419,0,
533945692,3417,1803,0,
533945693,6039,2966,0,
533945694,5042,2748,0,
533945701,3855,2018,0,
533945702,4729,2403,0,
533945703,3885,1719,0,
533945704,4219,1830,0,
533945711,5937,3362,0,
533945712,5457,2649,0,
533945713,6064,2937,0,
533945714,4274,1951,0,
533945721,5506,2774,0,
533945722,4641,2496,0,
533945723,5211,2701,0,
533945724,5242,3071,0,
533945731,5983,2778,0,
533945732,4849,2490,0,
533945733,4302,2253,0,
533945734,4782,2787,0,
533945741,3835,2138,0,
533945742,7121,4518,0,
533945743,6418,3748,0,
533945744,6373,3766,0,
533945751,6881,4224,0,
533945752,7243,4673,0,
533945753,6235,3653,0,
533945754,7024,4539,0,
533945761,6797,4189,0,
533945762,3567,2400,0,
533945763,4401,2868,0,
533945764,1342,847,0,
533945771,3229,2014,0,
533945772,6811,3902,0,
533945773,2229,1786,0,
533945774,7537,5021,0,
533945781,9028,5838,0,
533945782,6574,3767,0,
533945783,6549,4561,0,
533945784,7787,5112,0,
533945791,8099,4344,0,
533945792,6184,3292,0,
533945793,6529,3932,0,
533945794,4035,2029,0,
533945801,6010,3414,0,
533945802,5593,2979,0,
533945803,4484,2455,0,
533945804,6124,3507,0,
533945811,6467,3807,0,
533945812,8115,4550,0,
533945813,4978,2719,0,
533945814,4715,2808,0,
533945821,8168,5232,0,
533945822,7166,4732,0,
533945823,4509,2811,0,
533945824,7152,4615,0,
533945831,4756,3223,0,
533945832,6995,4762,0,
533945833,6382,3988,0,
533945834,5419,3611,0,
533945841,4821,3062,0,
533945842,4858,2673,0,
533945843,5294,3007,0,
533945844,4604,2821,0,
533945851,5563,3340,0,
533945852,5966,3698,0,
533945853,4506,2578,0,
533945854,6320,3538,0,
533945861,7312,4839,0,
533945862,8146,5819,0,
533945863,6116,3747,0,
533945864,6451,4311,0,
533945871,4843,3195,0,
533945872,8580,5268,0,
533945873,5593,3634,0,
533945874,9406,5595,0,
533945881,8323,5375,0,
533945882,6584,3831,0,
533945883,7328,3987,0,
533945884,5070,2769,0,
533945891,5309,2653,0,
533945892,5486,3382,0,
533945893,5642,2981,0,
533945894,7066,4242,0,
533945901,3335,1615,0,
533945902,4859,2496,0,
533945903,3766,1329,0,
533945904,3155,1427,0,
533945911,3789,1860,0,
533945912,2807,1496,0,
533945913,3468,1756,0,
533945914,4515,2260,0,
533945921,3121,1707,0,
533945922,4475,2316,0,
533945923,3860,1818,0,
533945924,4051,1988,0,
533945931,4833,2532,0,
533945932,5056,3034,0,
533945933,4910,2583,0,
533945934,4252,2206,0,
533945941,4525,2757,0,
533945942,5441,2853,0,
533945943,5979,3386,0,
533945944,5514,2798,0,
533945951,5346,2906,0,
533945952,5902,3160,0,
533945953,4246,2284,0,
533945954,6180,3538,0,
533945961,7651,4337,0,
533945962,7839,4818,0,
533945963,7303,4547,0,
533945964,6474,4126,0,
533945971,9166,4691,0,
533945972,7793,4377,0,
533945973,7441,4881,0,
533945974,7913,4785,0,
533945981,6378,3649,0,
533945982,6006,3197,0,
533945983,7134,3653,0,
533945984,5933,3138,0,
533945991,5891,2868,0,
533945992,4037,2111,0,
533945993,3236,1715,0,
533945994,3237,1853,0,
533946001,642,459,0,
533946002,101,69,1,
533946003,3,3,2,533946002
533946004,22,15,0,
533946011,400,281,0,
533946012,3531,2371,0,
533946013,81,37,0,
533946014,4110,2653,0,
533946021,6886,3900,0,
533946022,10243,4799,0,
533946023,7316,4273,0,
533946024,3495,1986,0,
533946031,2941,1484,0,
533946032,6821,3626,0,
533946033,4048,2680,0,
533946034,4338,2883,0,
533946041,5083,2996,0,
533946042,6996,4459,0,
533946043,6269,3638,0,
533946044,3167,1698,0,
533946051,5902,3117,0,
533946052,4824,2481,0,
533946053,4186,2280,0,
533946054,8737,4381,0,
533946061,1637,825,0,
533946062,5681,2613,0,
533946063,7072,3740,0,
533946064,5657,2779,0,
533946071,6386,2836,0,
533946073,5915,2815,0,
533946081,8995,3691,0,
533946082,9315,4453,0,
533946083,3305,1588,0,
533946084,2659,1157,0,
533946091,7243,3164,0,
533946092,6693,3873,0,
533946093,5535,2373,0,
533946094,4289,2113,0,
533946101,5,5,0,
533946111,31,29,0,
533946112,900,598,0,
533946114,230,143,0,
533946121,4269,2573,0,
533946122,4504,2727,0,
533946123,1147,795,0,
533946124,5871,3540,0,
533946131,3055,2063,0,
533946132,5356,3114,0,
533946133,5067,2886,0,
533946134,4615,2376,0,
533946141,6768,3197,0,
533946142,3077,1493,0,
533946143,6862,3653,0,
533946144,7646,3716,0,
533946151,5171,2360,0,
533946152,7369,3252,0,
533946153,6302,3665,0,
533946154,7051,3461,0,
533946161,5828,2811,0,
533946162,6561,3526,0,
533946163,7227,3249,0,
533946164,7477,4047,0,
533946171,5820,2600,0,
533946172,261,136,0,
533946173,8404,3462,0,
533946174,1952,889,0,
533946181,2318,1105,0,
533946182,5496,2397,0,
533946183,37,31,0,
533946184,3568,1843,0,
533946191,4540,2010,0,
533946192,5220,2379,0,
533946193,8572,3946,0,
533946194,4980,2195,0,
533946202,44,44,0,
533946203,138,133,2,533946204
533946204,53,48,1,
533946211,3,3,2,533946214
533946212,102,57,0,
533946213,1232,830,0,
533946214,1004,678,1,
533946221,3006,1902,0,
533946222,6530,3579,0,
533946223,5094,3110,0,
533946224,8754,5160,0,
533946231,7675,4260,0,
533946232,5280,3107,0,
533946233,5071,2811,0,
533946234,8801,5356,0,
533946241,7412,4209,0,
533946242,7190,3539,0,
533946243,7612,4752,0,
533946244,8060,4438,0,
533946251,7322,3635,0,
533946252,5436,2462,0,
533946253,5047,3015,0,
533946254,4948,2735,0,
533946261,9138,4603,0,
533946262,7397,3742,0,
533946263,6429,3688,0,
533946264,9246,5187,0,
533946271,7555,3748,0,
533946272,3558,1839,0,
533946273,7168,3968,0,
533946274,5446,2434,0,
533946282,4330,2100,0,
533946283,2236,1151,0,
533946284,1119,564,0,
533946291,6057,2877,0,
533946292,5029,2237,0,
533946293,4142,2041,0,
533946294,3146,1326,0,
533946301,1325,722,0,
533946302,1658,1057,0,
533946303,4110,2394,0,
533946304,2133,1265,0,
533946311,2656,1694,0,
533946312,3734,2273,0,
533946313,1842,1057,0,
533946314,889,596,0,
533946321,5887,3834,0,
533946322,5697,3450,0,
533946323,3904,2466,0,
533946324,5232,3228,0,
533946331,4375,2696,0,
533946332,6932,4259,0,
533946333,3429,2146,0,
533946334,3327,1925,0,
533946341,8164,4580,0,
533946342,7281,4546,0,
533946343,7766,4109,0,
533946344,7256,4209,0,
533946351,4268,2890,0,
533946352,5209,2881,0,
533946353,2720,1687,0,
533946354,6975,3924,0,
533946361,6132,3248,0,
533946362,8998,4533,0,
533946363,5880,3633,0,
533946364,5976,3442,0,
533946371,7672,3832,0,
533946372,4229,1685,0,
533946373,7945,3801,0,
533946374,5912,2336,0,
533946381,1284,534,0,
533946382,270,123,0,
533946383,4380,1809,0,
533946384,498,203,0,
533946391,5404,2425,0,
533946392,4751,1822,0,
533946393,3457,1504,0,
533946394,3489,1487,0,
533946401,1141,684,0,
533946402,2259,1533,0,
533946403,3074,1700,0,
533946404,6495,3916,0,
533946411,4385,2975,0,
533946412,3251,1990,0,
533946413,6679,4261,0,
533946414,3711,2469,0,
533946421,5772,3608,0,
533946422,9158,5444,0,
533946423,4969,3103,0,
533946424,8820,5182,0,
533946431,4099,2486,0,
533946432,5281,2928,0,
533946433,9348,5360,0,
533946434,4057,2451,0,
533946441,7579,4106,0,
533946442,6595,3758,0,
533946443,6512,3650,0,
533946444,5690,2965,0,
533946451,8916,5004,0,
533946452,6967,4143,0,
533946453,8608,4618,0,
533946454,6481,3187,0,
533946461,5611,3513,0,
533946462,3720,1960,0,
533946463,6520,3494,0,
533946464,4345,2201,0,
533946471,5116,2613,0,
533946472,4852,2716,0,
533946473,5265,3214,0,
533946474,6810,3579,0,
533946481,1732,809,0,
533946482,1178,533,0,
533946483,670,366,0,
533946484,1783,796,0,
533946491,4285,1976,0,
533946492,4523,1891,0,
533946493,4051,1850,0,
533946494,4286,2040,0,
533946501,8120,4594,0,
533946502,4927,2839,0,
533946503,7658,4088,0,
533946504,3381,2026,0,
533946511,3456,1843,0,
533946512,380,231,0,
533946513,4275,2445,0,
533946514,315,180,0,
533946521,2622,1607,0,
533946522,5972,3572,0,
533946523,2067,1319,0,
533946524,8152,4630,0,
533946531,5822,3396,0,
533946532,3833,2309,0,
533946533,7226,4129,0,
533946534,3856,2205,0,
533946541,4547,2699,0,
533946542,5133,2894,0,
533946543,2493,1386,0,
533946544,7917,4374,0,
533946551,4438,2580,0,
533946552,4876,2562,0,
533946553,7388,3661,0,
533946554,6213,3095,0,
533946561,6929,3194,0,
533946562,4663,2134,0,
533946563,4614,2185,0,
533946564,4845,1752,0,
533946571,4202,2324,0,
533946572,3310,1774,0,
533946573,4527,2059,0,
533946574,198,122,0,
533946581,203,123,0,
533946582,5281,2724,0,
533946583,2187,1172,0,
533946584,5444,3295,0,
533946591,4673,2425,0,
533946592,3465,1418,0,
533946593,5549,3022,0,
533946594,4471,2036,0,
533946601,7844,4560,0,
533946602,3885,2067,0,
533946603,5563,3312,0,
533946604,5927,3217,0,
533946611,7655,4441,0,
533946612,1799,1007,0,
533946613,4769,2766,0,
533946614,2275,1169,0,
533946621,1832,892,0,
533946622,8701,5287,0,
533946623,3463,2221,0,
533946624,8793,5040,0,
533946631,9306,5386,0,
533946632,7540,4390,0,
533946633,8698,5018,0,
533946634,6735,4075,0,
533946641,4228,2427,0,
533946642,3549,1989,0,
533946643,6308,3500,0,
533946644,3645,1657,0,
533946651,6520,3399,0,
533946652,5722,2897,0,
533946653,5243,2587,0,
533946654,5907,3098,0,
533946661,4928,2337,0,
533946662,1855,711,0,
533946663,5620,2791,0,
533946664,861,409,0,
533946671,295,134,0,
533946672,1039,527,0,
533946673,34,14,0,
533946674,4050,1736,0,
533946681,4988,2560,0,
533946682,5938,3232,0,
533946683,5250,2574,0,
533946684,6059,3128,0,
533946691,5297,2933,0,
533946692,4322,1941,0,
533946693,4443,1908,0,
533946694,3414,1568,0,
533946701,5773,3016,0,
533946702,6252,3091,0,
533946703,6763,3490,0,
533946704,8925,4970,0,
533946711,6435,3810,0,
533946712,3842,2229,0,
533946713,4190,2431,0,
533946714,8367,4800,0,
533946721,6850,4161,0,
533946722,8002,4073,0,
533946723,7938,4416,0,
533946724,6794,3573,0,
533946731,8753,5099,0,
533946732,8121,5412,0,
533946733,7035,4058,0,
533946734,5582,3289,0,
533946741,6272,4277,0,
533946742,3765,1769,0,
533946743,1397,692,0,
533946744,3141,1249,0,
533946751,5306,2698,0,
533946752,7311,3737,0,
533946753,5003,2357,0,
533946754,5992,2942,0,
533946761,3746,1878,0,
533946762,198,119,0,
533946763,1644,723,0,
533946764,1819,973,0,
533946771,2279,1097,0,
533946772,3073,1347,0,
533946773,4806,2297,0,
533946774,4562,2180,0,
533946781,4967,2180,0,
533946782,4365,2116,0,
533946783,2050,949,0,
533946784,3304,1454,0,
533946791,3200,1427,0,
533946792,3425,1657,0,
533946793,3066,1271,0,
533946794,2308,1025,0,
533946801,8294,4801,0,
533946802,5839,3395,0,
533946803,4612,2586,0,
533946804,3306,2008,0,
533946811,4748,2615,0,
533946812,7173,4289,0,
533946813,5760,3401,0,
533946814,7541,3951,0,
533946821,7197,3810,0,
533946822,5516,2809,0,
533946823,7955,4312,0,
533946824,2995,1512,0,
533946831,5782,2763,0,
533946832,6322,3346,0,
533946833,5092,2025,0,
533946834,5650,2590,0,
533946841,5892,2588,0,
533946842,3191,1304,0,
533946843,2441,1073,0,
533946844,7365,2666,0,
533946851,2821,1378,0,
533946852,2233,1159,0,
533946853,1613,636,0,
533946854,547,255,0,
533946861,736,369,0,
533946862,4791,2374,0,
533946863,2973,1357,0,
533946864,4192,1851,0,
533946871,4285,2143,0,
533946872,4726,2340,0,
533946873,3910,1906,0,
533946874,4837,2459,0,
533946881,3957,1870,0,
533946882,2733,1202,0,
533946883,3960,2104,0,
533946884,2356,1090,0,
533946891,3029,1334,0,
533946892,2685,1403,0,
533946893,1288,495,0,
533946894,3742,1678,0,
533946901,3101,1553,0,
533946902,4846,2617,0,
533946903,4618,2477,0,
533946904,6485,3332,0,
533946911,6941,3931,0,
533946912,6504,3361,0,
533946913,4757,2456,0,
533946914,5837,2976,0,
533946921,6611,3629,0,
533946922,4768,2661,0,
533946923,6735,3507,0,
533946924,7165,3775,0,
533946931,2181,1074,0,
533946932,5361,2817,0,
533946933,4498,2089,0,
533946934,5122,3077,0,
533946941,5983,3293,0,
533946942,5796,2685,0,
533946943,3853,2454,0,
533946944,5072,2941,0,
533946951,3103,1559,0,
533946952,709,360,0,
533946953,1915,1161,0,
533946954,1966,1036,0,
533946961,4685,2387,0,
533946962,4903,2341,0,
533946963,4813,2631,0,
533946964,4328,2168,0,
533946971,4402,1910,0,
533946972,3242,1736,0,
533946973,4600,2416,0,
533946974,6016,2823,0,
533946981,4466,2277,0,
533946982,2957,1537,0,
533946983,5826,2853,0,
533946984,2988,1704,0,
533946991,2806,1168,0,
533946992,4011,1814,0,
533946993,3659,1846,0,
533946994,2742,1468,0,
533947001,4859,2850,0,
533947002,1401,676,0,
533947003,4729,2356,0,
533947004,1938,811,0,
533947101,2930,1305,0,
533947102,2915,1251,0,
533947103,4891,1991,0,
533947104,3309,1536,0,
533947113,1221,586,0,
533947201,4114,1873,0,
533947202,4207,2197,0,
533947203,3526,1726,0,
533947204,3927,2061,0,
533947211,4947,2389,0,
533947212,4084,1852,0,
533947213,5668,2724,0,
533947214,4217,2012,0,
533947221,4419,1884,0,
533947222,529,237,0,
533947223,4907,2196,0,
533947224,3076,1334,0,
533947301,4195,1755,0,
533947302,3463,1535,0,
533947303,2908,1196,0,
533947304,2325,971,0,
533947311,3839,1749,0,
533947312,4761,2566,0,
533947313,3326,1522,0,
533947314,5587,2738,0,
533947321,5236,2226,0,
533947322,4783,1921,0,
533947323,4839,2004,0,
533947324,4886,2122,0,
533947331,136,53,0,
533947333,2865,1328,0,
533947401,3283,1410,0,
533947402,2583,982,0,
533947403,4105,1626,0,
533947404,2153,851,0,
533947411,4358,1999,0,
533947412,2808,1219,0,
533947413,3528,1614,0,
533947414,3148,1410,0,
533947421,2728,1286,0,
533947422,4638,2037,0,
533947423,6857,3359,0,
533947424,4295,1871,0,
533947431,2725,1109,0,
533947433,244,107,0,
533947501,4294,1753,0,
533947502,2035,845,0,
533947503,3094,1350,0,
533947504,2532,1152,0,
533947511,3117,1451,0,
533947512,3567,1664,0,
533947513,3848,1595,0,
533947514,2260,1047,0,
533947521,5430,2521,0,
533947522,1669,834,0,
533947523,1590,787,0,
533947524,9,5,0,
533947601,1741,747,0,
533947602,4006,1727,0,
533947603,2919,1272,0,
533947604,5595,2522,0,
533947611,4780,2067,0,
533947612,3232,1226,0,
533947613,4283,1955,0,
533947614,1373,566,0,
533947701,3689,1947,0,
533947702,6207,3394,0,
533947703,4474,2687,0,
533947704,5670,3309,0,
533947711,3557,1741,0,
533947712,266,119,0,
533947713,4706,2337,0,
533947714,229,107,0,
533947801,6072,3387,0,
533947802,6112,3498,0,
533947803,5619,2781,0,
533947804,6130,3239,0,
533947811,4997,2655,0,
533947812,1550,740,0,
533947813,4940,2599,0,
533947814,2605,1297,0,
533947901,4616,2270,0,
533947902,5259,2767,0,
533947903,4399,2002,0,
533947904,4374,1945,0,
533947911,4219,1921,0,
533947912,951,442,0,
533947913,930,386,0,
533950082,1,1,2,533950541
533950091,2,1,2,533950541
533950301,27,14,1,
533950302,4,2,2,533950301
533950313,3,1,2,533950411
533950314,2,1,2,533950411
533950334,7,3,2,533950431
533950411,8,6,1,
533950413,3,3,2,533950411
533950422,6,2,2,533950431
533950431,24,13,1,
533950453,3,2,2,533950541
533950461,4,3,2,533950552
533950463,3,2,2,533950552
533950501,20,12,1,
533950502,19,12,0,
533950532,15,6,0,
533950533,12,5,0,
533950541,13,6,1,
533950542,8,5,2,533950541
533950551,6,2,2,533950552
533950552,5,3,1,
533950563,11,7,0,
533950564,19,11,0,
533950573,122,15,0,
533950583,23,10,0,
533950584,111,41,0,
533950593,88,26,1,
533950594,1,1,2,533950593
533950603,5,4,2,533950501
533950652,5,2,2,533950661
533950661,16,9,1,
533950662,71,31,1,
533950663,5,2,2,533950662
533950671,65,42,0,
533950672,36,17,0,
533950673,20,12,0,
533950674,263,115,0,
533950681,80,44,0,
533950682,77,38,0,
533950683,58,32,0,
533950684,13,7,0,
533950691,266,39,1,
533950692,6,5,2,533950691
533950771,39,15,0,
533950772,398,197,0,
533950773,21,11,0,
533950774,53,27,0,
533950782,17,7,0,
533950784,8,4,0,
533950791,145,26,1,
533950793,19,9,0,
533950794,1,1,2,533950791
533950862,7,5,2,533950863
533950863,8,5,1,
533950871,5,3,2,533950873
533950873,5,3,1,
533950892,14,6,0,
533950952,30,18,0,
533950961,4,4,2,533950863
533951032,2,1,2,533951034
533951034,11,6,1,
533951041,13,8,1,
533951042,23,9,0,
533951043,30,13,0,
533951044,4,2,2,533951041
533951061,3,2,2,533951171
533951073,44,14,0,
533951074,61,24,0,
533951081,44,20,0,
533951082,25,11,0,
533951084,165,29,0,
533951091,269,115,0,
533951092,95,34,0,
533951093,40,20,0,
533951094,35,12,0,
533951132,21,7,1,
533951134,4,3,2,533951132
533951164,19,11,0,
533951171,159,21,1,
533951172,2,1,2,533951171
533951173,25,10,0,
533951181,39,15,0,
533951182,33,16,1,
533951183,71,18,0,
533951184,4,2,2,533951182
533951254,17,8,0,
533951261,30,13,1,
533951262,10,5,2,533951261
533951263,40,18,1,
533951272,15,7,0,
533951351,6,2,2,533951352
533951352,8,3,1,
533951353,10,5,2,533951352
533951361,1,1,2,533951263
533951372,6,3,2,533951374
533951373,2,1,2,533951374
533951374,175,68,1,
533951381,184,77,0,
533951382,226,91,0,
533951383,630,258,0,
533951384,644,264,0,
533951391,27,10,0,
533951393,730,313,0,
533951394,498,201,0,
533951421,116,35,0,
533951471,32,14,0,
533951472,617,231,0,
533951473,149,54,0,
533951474,1210,480,0,
533951481,542,243,0,
533951482,492,212,0,
533951483,357,152,0,
533951484,56,25,0,
533951491,824,361,0,
533951492,987,429,0,
533951493,389,173,0,
533951494,1148,493,0,
533951524,1,1,2,533951533
533951533,10,4,1,
533951534,17,10,0,
533951543,33,23,0,
533951544,31,18,0,
533951564,167,74,0,
533951571,566,225,0,
533951572,849,350,0,
533951573,640,279,0,
533951574,738,310,0,
533951581,182,71,1,
533951583,6,2,2,533951581
533951592,41,19,0,
533951604,3,1,2,533951701
533951624,171,28,0,
533951632,48,20,0,
533951633,25,12,0,
533951634,32,18,0,
533951641,190,58,0,
533951642,90,43,0,
533951643,90,37,0,
533951644,124,58,1,
533951651,15,5,1,
533951652,9,5,2,533951651
533951653,175,79,0,
533951654,114,52,0,
533951661,85,38,0,
533951662,789,270,0,
533951663,65,28,0,
533951664,244,100,0,
533951671,512,186,0,
533951672,385,153,1,
533951673,129,64,0,
533951701,36,19,1,
533951702,40,16,0,
533951703,191,87,0,
533951704,46,22,0,
533951713,122,52,0,
533951714,279,114,0,
533951721,59,28,0,
533951722,218,87,0,
533951723,207,93,0,
533951724,43,21,0,
533951731,94,43,0,
533951733,28,14,0,
533951742,2,2,2,533951644
533951761,16,3,2,533951764
533951762,76,30,0,
533951763,16,4,0,
533951764,41,15,1,
533951782,2,2,2,533951672
533951801,92,48,0,
533951811,10,4,1,
533951812,73,35,0,
533951813,1,1,2,533951811
533951821,175,69,0,
533951822,27,13,1,
533951824,2,2,2,533951822
533951831,8,5,0,
533951833,12,4,0,
533951852,6,2,2,533951853
533951853,10,5,1,
533951861,24,12,1,
533951862,2,1,2,533951861
533951863,1,1,2,533951861
533951864,9,5,2,533951861
533951881,23,11,1,
533951882,15,7,0,
533951883,22,10,0,
533951884,3,1,2,533951881
533951891,57,24,0,
533951892,18,10,0,
533951894,40,18,0,
533951922,7,2,2,533951924
533951924,24,10,1,
533951931,92,41,0,
533951933,96,41,0,
533951962,6,4,2,533951861
533951972,4,2,2,533951974
533951974,20,8,1,
533951983,34,15,0,
533951984,20,11,0,
533951991,44,15,0,
533951992,41,24,0,
533951993,25,9,0,
533952001,20,9,0,
533952002,29,10,0,
533952003,40,1,0,
533952022,446,36,0,
533952023,27,10,1,
533952024,86,32,0,
533952031,129,50,0,
533952033,37,14,0,
533952041,209,92,0,
533952042,574,191,0,
533952043,242,52,0,
533952044,1029,420,0,
533952051,1370,538,0,
533952052,2850,1423,0,
533952053,1547,739,0,
533952054,3064,1325,0,
533952061,2642,1320,0,
533952062,505,205,0,
533952063,694,257,0,
533952064,876,372,0,
533952071,27,15,0,
533952073,504,216,0,
533952082,211,108,0,
533952083,42,13,0,
533952084,2151,789,0,
533952091,1427,567,0,
533952092,2056,773,0,
533952093,1455,560,0,
533952094,1376,560,0,
533952104,2,1,2,533952312
533952114,117,2,2,533952221
533952121,4,1,2,533952023
533952123,4,1,2,533952023
533952132,124,50,0,
533952133,54,26,0,
533952134,535,215,0,
533952141,933,360,0,
533952142,1653,699,0,
533952143,1728,704,0,
533952144,2271,990,0,
533952151,1885,877,0,
533952152,2637,1170,0,
533952153,2780,1243,0,
533952154,2071,905,0,
533952161,2682,1097,0,
533952162,2652,990,0,
533952163,2526,1336,0,
533952164,719,272,0,
533952171,2044,910,1,
533952173,1539,689,0,
533952174,3,2,2,533952171
533952181,299,121,0,
533952182,764,297,0,
533952183,549,251,0,
533952184,1448,579,0,
533952191,1619,765,0,
533952192,1449,593,0,
533952193,1360,601,0,
533952194,736,314,0,
533952202,352,5,2,533952311
533952204,115,3,2,533952311
533952211,5,2,2,533952214
533952214,29,12,1,
533952221,22,7,1,
533952222,154,65,0,
533952223,697,264,0,
533952224,1347,567,0,
533952231,626,280,0,
533952232,799,309,0,
533952233,1108,424,0,
533952234,1842,730,0,
533952241,2022,773,0,
533952242,2345,1077,0,
533952243,2286,1068,0,
533952244,2047,1039,0,
533952251,1711,774,0,
533952252,24,10,0,
533952253,213,51,0,
533952261,995,455,0,
533952262,1509,566,0,
533952263,36,16,0,
533952264,1420,575,0,
533952271,409,217,0,
533952272,618,279,0,
533952273,637,303,0,
533952274,1001,458,0,
533952281,1613,681,0,
533952282,1342,530,0,
533952283,1143,481,0,
533952284,140,64,0,
533952291,273,115,0,
533952292,22,10,0,
533952301,89,40,0,
533952302,14,7,0,
